avg_arousal,avg_dominance,avg_valence,avg_wpm,dominant_speech_emotion,dominant_text_emotion,f0_mean_hz,f0_std_hz,interruptions_made,interruptions_received,loudness_dr_db,loudness_rms_med,overlap_ratio,pause_count,pause_ratio,pause_total_sec,speaker_id,speaker_name,text_emotions_full_json,text_emotions_top5_json,total_duration,voice_quality_hint,vq_cpps_db_med,vq_hnr_db_med,vq_jitter_pct_med,vq_shimmer_db_med,word_count
0.018,-0.01,-0.015,120.0,fearful,neutral,nan,nan,0,0,0.0,-27.155,,1,1.007,1.51,Speaker_531,Speaker_15,"{""admiration"": 0.000158050453008729, ""amusement"": 0.00015306771742558634, ""anger"": 8.253014241423131e-05, ""annoyance"": 0.00023783520941252526, ""approval"": 0.0007775273579935107, ""caring"": 4.9432191318230305e-05, ""confusion"": 0.00010242011383163173, ""curiosity"": 6.0970553452955924e-05, ""desire"": 6.93565125297203e-05, ""disappointment"": 0.00011390821001582402, ""disapproval"": 8.869487907749153e-05, ""disgust"": 8.741920732397652e-05, ""embarrassment"": 4.4870475362305755e-05, ""excitement"": 0.0003198619356218711, ""fear"": 8.94362336357592e-05, ""gratitude"": 0.00012977117921221634, ""grief"": 2.7882986966913482e-05, ""joy"": 0.00030140516043204615, ""love"": 7.320549390514701e-05, ""nervousness"": 2.5633539296319292e-05, ""optimism"": 0.00011354065776032108, ""pride"": 3.6993738704297496e-05, ""realization"": 0.0004710521068358013, ""relief"": 4.0208787754021355e-05, ""remorse"": 2.5335794393484005e-05, ""sadness"": 9.992416946296184e-05, ""surprise"": 9.96223409291304e-05, ""neutral"": 0.996120042851923}","[{""label"": ""neutral"", ""score"": 0.996120042851923}, {""label"": ""approval"", ""score"": 0.0007775273579935107}, {""label"": ""realization"", ""score"": 0.0004710521068358013}, {""label"": ""excitement"", ""score"": 0.0003198619356218711}, {""label"": ""joy"", ""score"": 0.00030140516043204615}]",1.5,,0.0,1.958,2.079,1.666,3
0.019,-0.013,-0.02,80.0,disgust,neutral,nan,nan,0,0,0.0,-27.893,,1,1.013,0.76,Speaker_529,Speaker_10,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",0.75,,0.0,1.612,2.213,1.842,1
0.012,-0.002,-0.018,80.0,disgust,neutral,nan,nan,0,0,0.0,-29.043,,1,1.013,0.76,Speaker_619,Speaker_16,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",0.75,,0.0,-1.134,11.801,0.0,1
0.013,0.001,-0.022,27.9,disgust,love,nan,nan,0,0,0.0,-28.493,,2,0.942,14.17,Speaker_916,Speaker_7,"{""admiration"": 0.0197816015758885, ""amusement"": 0.0005693182094247935, ""anger"": 0.00031799006745752485, ""annoyance"": 0.000608211991786558, ""approval"": 0.017971339344108692, ""caring"": 0.0003447637034569935, ""confusion"": 0.0004349315737194986, ""curiosity"": 0.00031414271515838005, ""desire"": 0.000335592590437873, ""disappointment"": 0.00041647843296794217, ""disapproval"": 0.0005419938997725712, ""disgust"": 0.00020438537402973068, ""embarrassment"": 5.623374873706488e-05, ""excitement"": 0.0009189692907071275, ""fear"": 8.646367972531248e-05, ""gratitude"": 0.00013859733482637302, ""grief"": 3.9067088420309815e-05, ""joy"": 0.003506195288379374, ""love"": 0.9405275104821029, ""nervousness"": 4.5125146160918e-05, ""optimism"": 0.0005029685680788238, ""pride"": 0.00010517436758440185, ""realization"": 0.0011382211653388058, ""relief"": 8.716252099955386e-05, ""remorse"": 8.336441966435773e-05, ""sadness"": 0.00019863150229145686, ""surprise"": 0.00020424569017600248, ""neutral"": 0.010521320228597957}","[{""label"": ""love"", ""score"": 0.9405275104821029}, {""label"": ""admiration"", ""score"": 0.0197816015758885}, {""label"": ""approval"", ""score"": 0.017971339344108692}, {""label"": ""neutral"", ""score"": 0.010521320228597957}, {""label"": ""joy"", ""score"": 0.003506195288379374}]",15.045,,0.0,-1.396,4.127,1.582,7
0.01,0.022,-0.02,128.0,disgust,neutral,nan,nan,0,0,0.0,-28.725,,2,0.963,21.66,Speaker_14,Speaker_1,"{""admiration"": 0.00044963497643845003, ""amusement"": 0.00047643474421226736, ""anger"": 0.0003592743049688707, ""annoyance"": 0.0022386179990837776, ""approval"": 0.061093520972310696, ""caring"": 0.0017982777384464746, ""confusion"": 0.0013367971536499866, ""curiosity"": 0.0009670323437862651, ""desire"": 0.002215941458322698, ""disappointment"": 0.0006049195713089399, ""disapproval"": 0.0012124756004371529, ""disgust"": 0.00021029557889762828, ""embarrassment"": 7.379400703557128e-05, ""excitement"": 0.0006048676500748959, ""fear"": 0.00026394517303413956, ""gratitude"": 0.0006655277749605844, ""grief"": 7.594069831515706e-05, ""joy"": 0.0004246690119358669, ""love"": 0.00020227863768138634, ""nervousness"": 0.00012804151754680762, ""optimism"": 0.03961720356458675, ""pride"": 0.00013664658897468763, ""realization"": 0.009076222866386149, ""relief"": 0.00027833562035227383, ""remorse"": 0.00010204154486965855, ""sadness"": 0.0002493138333089522, ""surprise"": 0.00025518282450492875, ""neutral"": 0.874882766244569}","[{""label"": ""neutral"", ""score"": 0.874882766244569}, {""label"": ""approval"", ""score"": 0.061093520972310696}, {""label"": ""optimism"", ""score"": 0.03961720356458675}, {""label"": ""realization"", ""score"": 0.009076222866386149}, {""label"": ""annoyance"", ""score"": 0.0022386179990837776}]",22.5,,0.0,-1.614,5.54,2.36,48
0.016,-0.011,-0.025,133.3,disgust,neutral,318.25,10.11,0,0,0.0,-29.661,,1,1.004,2.26,Speaker_512,Speaker_13,"{""admiration"": 0.0007194041046152285, ""amusement"": 0.00023076938702658228, ""anger"": 0.00012121473664292438, ""annoyance"": 0.00033891606680587174, ""approval"": 0.024799319802260404, ""caring"": 0.00043177664307350133, ""confusion"": 0.0002702071886241857, ""curiosity"": 0.0004156600762842775, ""desire"": 0.0003560809244988989, ""disappointment"": 0.00017548844913591621, ""disapproval"": 0.00027667219731979814, ""disgust"": 7.569670810487059e-05, ""embarrassment"": 2.769072762421099e-05, ""excitement"": 0.0014421202252456941, ""fear"": 8.26738933017145e-05, ""gratitude"": 0.00020579600046824684, ""grief"": 3.477623364360947e-05, ""joy"": 0.0010716340392448818, ""love"": 0.0009528102551124299, ""nervousness"": 4.412803318756416e-05, ""optimism"": 0.0007841539595054496, ""pride"": 7.167702515277511e-05, ""realization"": 0.0010655221182320185, ""relief"": 0.0001280249895387191, ""remorse"": 4.440433404909891e-05, ""sadness"": 0.00016394224616898386, ""surprise"": 9.47856273688233e-05, ""neutral"": 0.9655746540077633}","[{""label"": ""neutral"", ""score"": 0.9655746540077633}, {""label"": ""approval"", ""score"": 0.024799319802260404}, {""label"": ""excitement"", ""score"": 0.0014421202252456941}, {""label"": ""joy"", ""score"": 0.0010716340392448818}, {""label"": ""realization"", ""score"": 0.0010655221182320185}]",2.25,,0.0,0.067,1.645,1.39,5
0.015,0.002,-0.021,80.0,disgust,neutral,nan,nan,0,0,0.0,-29.998,,1,1.013,0.76,Speaker_777,Speaker_10,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",0.75,,0.0,-2.271,0.0,0.0,1
0.002,0.007,-0.025,9.9,disgust,neutral,76.89,7.08,0,0,0.0,-30.452,,16,0.612,18.51,Speaker_8,Speaker_1,"{""admiration"": 0.0005901297214122151, ""amusement"": 0.00015397341303323504, ""anger"": 0.00027537395786535597, ""annoyance"": 0.0010763153956210448, ""approval"": 0.03583137425176277, ""caring"": 0.00015241411728598983, ""confusion"": 0.0004398940776835235, ""curiosity"": 0.0008279783499186433, ""desire"": 0.00017827437488623048, ""disappointment"": 0.00020121328048876253, ""disapproval"": 0.00035421152230789165, ""disgust"": 0.0001757023897952477, ""embarrassment"": 3.9741763080224325e-05, ""excitement"": 0.0005431495268000687, ""fear"": 0.0001143774795670595, ""gratitude"": 4.170672191306946e-05, ""grief"": 2.5640718357996516e-05, ""joy"": 0.0001728076971662881, ""love"": 0.00016095533916324705, ""nervousness"": 3.245301605548435e-05, ""optimism"": 0.0006021131564988567, ""pride"": 3.834959448171488e-05, ""realization"": 0.001825971311169359, ""relief"": 5.118871641897247e-05, ""remorse"": 1.9565276766074505e-05, ""sadness"": 0.000116509418366997, ""surprise"": 0.00022689759806221707, ""neutral"": 0.9557317178140715}","[{""label"": ""neutral"", ""score"": 0.9557317178140715}, {""label"": ""approval"", ""score"": 0.03583137425176277}, {""label"": ""realization"", ""score"": 0.001825971311169359}, {""label"": ""annoyance"", ""score"": 0.0010763153956210448}, {""label"": ""curiosity"", ""score"": 0.0008279783499186433}]",30.25,,0.0,-0.695,8.692,1.18,5
0.014,-0.0,-0.027,30.0,disgust,neutral,74.67,9.3,0,0,0.0,-30.212,,1,1.005,2.01,Speaker_9,Speaker_11,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",2.0,,0.0,-1.683,6.018,1.541,1
0.004,-0.027,-0.027,160.0,neutral,neutral,nan,nan,0,0,0.0,-29.423,,1,1.013,0.38,Speaker_986,Speaker_32,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",0.375,,0.0,0.0,0.0,0.0,1
0.007,-0.003,-0.02,80.0,disgust,neutral,nan,nan,0,0,0.0,-30.038,,1,1.013,0.76,Speaker_764,Speaker_22,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",0.75,,0.0,-0.013,3.109,1.448,1
0.008,0.0,-0.017,80.0,disgust,neutral,nan,nan,0,0,0.0,-30.971,,1,1.013,0.76,Speaker_499,Speaker_26,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",0.75,,0.0,-1.981,0.0,0.0,1
-0.009,-0.025,-0.025,40.0,disgust,neutral,nan,nan,0,0,0.0,-29.666,,1,1.007,1.51,Speaker_946,Speaker_33,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",1.5,,0.0,-0.334,3.373,1.562,1
0.008,0.0,-0.017,80.0,disgust,neutral,75.1,7.31,0,0,0.0,-30.668,,1,1.013,0.76,Speaker_796,Speaker_19,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",0.75,,0.0,-2.243,0.0,0.0,1
0.008,0.009,-0.018,26.7,disgust,neutral,72.54,8.72,0,0,0.0,-30.668,,1,1.004,2.26,Speaker_987,Speaker_16,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",2.25,,0.0,-1.749,0.0,0.0,1
0.014,-0.002,-0.018,40.0,disgust,neutral,74.67,10.25,0,0,0.0,-30.468,,1,1.007,1.51,Speaker_593,Speaker_25,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",1.5,,0.0,-1.785,0.891,2.521,1
0.008,-0.024,-0.017,80.0,disgust,neutral,nan,nan,0,0,0.0,-27.822,,1,1.013,0.76,Speaker_613,Speaker_1,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",0.75,,0.995,2.995,1.212,1.446,1
0.016,-0.01,-0.02,40.0,disgust,neutral,nan,nan,0,0,0.0,-29.978,,1,1.007,1.51,Speaker_940,Speaker_28,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",1.5,,0.0,-0.668,1.129,1.935,1
